transaction_id,user_id,merchant_id,amount,status,payment_method,timestamp,churn_label
tx_51,user_2214,m_1,87.11,success,card,2025-12-10 23:56:17.328527,1
tx_52,user_1297,m_142,13.95,success,wallet,2025-12-13 20:03:16.328527,0
tx_53,user_2435,m_150,342.1,success,card,2025-12-27 07:04:56.328527,1
tx_54,user_600,m_156,166.82,failed,upi,2025-12-04 00:47:49.328527,0
tx_55,user_2363,m_80,11.62,success,upi,2025-12-09 10:58:22.328527,1
tx_56,user_2061,m_134,12.98,success,card,2025-12-27 15:31:54.328527,1
tx_57,user_241,m_155,90.26,success,card,2025-12-03 13:36:06.328527,0
tx_58,user_2041,m_141,42.3,success,card,2025-10-18 02:11:49.328527,0
tx_59,user_2824,m_171,3.55,success,card,2025-10-26 20:56:47.328527,1
tx_60,user_2612,m_157,78.01,success,card,2025-10-12 02:45:42.328527,0
tx_61,user_2945,m_159,49.08,success,card,2025-12-09 21:49:49.328527,0
tx_62,user_1363,m_69,10.66,success,card,2025-10-26 16:35:16.328527,0
tx_63,user_2139,m_114,161.91,success,upi,2025-11-08 12:23:11.328527,0
tx_64,user_1390,m_87,246.6,success,card,2025-10-08 22:53:11.328527,0
tx_65,user_3003,m_5,141.3,success,card,2025-10-16 05:37:26.328527,0
tx_66,user_1478,m_26,172.83,success,upi,2025-12-03 13:27:51.328527,1
tx_67,user_2556,m_81,24.4,success,card,2025-12-13 15:21:01.328527,0
tx_68,user_775,m_87,30.59,success,card,2025-10-03 00:07:23.328527,0
tx_69,user_34,m_119,23.39,success,upi,2025-10-05 15:08:18.328527,1
tx_70,user_2253,m_23,144.84,success,wallet,2025-12-21 16:40:41.328527,1
tx_71,user_3152,m_101,295.49,success,wallet,2025-12-01 07:46:34.328527,1
tx_72,user_1955,m_33,126.17,failed,card,2025-10-20 12:23:08.328527,1
tx_73,user_1585,m_167,213.26,success,card,2025-12-10 14:09:43.328527,0
tx_74,user_3073,m_46,101.8,failed,card,2025-11-07 06:54:53.328527,1
tx_75,user_1021,m_23,49.05,success,wallet,2025-10-19 03:08:13.328527,0
tx_76,user_2613,m_64,55.47,success,card,2025-10-19 19:47:59.328527,0
tx_77,user_1129,m_17,7.83,success,card,2025-12-16 01:34:20.328527,0
tx_78,user_1500,m_43,3.2,success,upi,2025-12-10 20:01:16.328527,0
tx_79,user_702,m_75,118.9,success,wallet,2025-11-09 12:17:47.328527,0
tx_80,user_2449,m_56,57.7,success,upi,2025-10-03 05:12:15.328527,0
tx_81,user_2777,m_106,80.34,success,card,2025-11-02 22:44:14.328527,0
tx_82,user_1579,m_155,81.57,success,card,2025-11-10 16:14:45.328527,0
tx_83,user_161,m_123,32.49,success,upi,2025-12-14 02:20:17.328527,0
tx_84,user_201,m_198,64.61,failed,card,2025-10-29 04:12:11.328527,1
tx_85,user_1981,m_150,63.63,success,card,2025-10-12 22:02:54.328527,0
tx_86,user_995,m_161,49.17,success,card,2025-10-27 14:42:54.328527,0
tx_87,user_2317,m_138,171.86,success,upi,2025-10-11 11:59:41.328527,0
tx_88,user_815,m_162,60.0,failed,card,2025-10-04 13:40:12.328527,1
tx_89,user_455,m_115,92.54,success,upi,2025-11-27 22:01:07.328527,0
tx_90,user_1275,m_92,225.88,failed,card,2025-11-07 15:07:51.328527,0
tx_91,user_1016,m_41,201.17,success,card,2025-12-06 13:34:34.328527,0
tx_92,user_2343,m_27,221.11,success,wallet,2025-11-26 21:27:57.328527,1
tx_93,user_2767,m_122,31.47,success,card,2025-11-18 23:49:22.328527,1
tx_94,user_337,m_23,3.56,success,upi,2025-10-02 22:24:24.328527,0
tx_95,user_878,m_135,30.25,success,card,2025-12-25 18:33:09.328527,1
tx_96,user_1076,m_105,32.67,success,card,2025-11-13 22:31:23.328527,0
tx_97,user_791,m_117,240.09,success,upi,2025-12-10 18:18:25.328527,0
tx_98,user_2264,m_52,104.77,success,upi,2025-10-16 14:00:45.328527,0
tx_99,user_763,m_199,8.52,success,upi,2025-12-29 10:10:27.328527,1
tx_100,user_2235,m_131,14.55,success,card,2025-11-03 04:49:36.328527,0
tx_101,user_379,m_99,16.92,success,card,2025-12-28 23:05:58.328527,1
tx_102,user_492,m_4,99.54,success,wallet,2025-10-13 13:07:12.328527,0
tx_103,user_3112,m_48,132.96,success,card,2025-11-28 22:39:25.328527,1
tx_104,user_1180,m_97,196.36,success,upi,2025-12-28 13:56:48.328527,0
tx_105,user_2062,m_29,282.41,success,card,2025-10-06 23:43:57.328527,0
tx_106,user_64,m_71,22.53,success,wallet,2025-12-03 22:06:10.328527,0
tx_107,user_2568,m_102,37.07,success,wallet,2025-12-03 06:15:38.328527,0
tx_108,user_1367,m_62,27.49,success,card,2025-11-25 10:05:52.328527,1
tx_109,user_1152,m_174,44.44,success,upi,2025-10-20 18:09:49.328527,0
tx_110,user_2027,m_25,246.12,success,card,2025-12-09 05:18:43.328527,1
tx_111,user_2695,m_184,85.59,success,card,2025-10-03 05:01:13.328527,0
tx_112,user_1495,m_36,134.01,success,card,2025-11-25 10:31:54.328527,0
tx_113,user_3134,m_6,67.36,success,card,2025-11-08 06:02:47.328527,0
tx_114,user_1162,m_126,2.93,success,card,2025-12-02 19:34:13.328527,1
tx_115,user_1522,m_167,6.63,failed,card,2025-10-21 08:51:24.328527,1
tx_116,user_2640,m_91,77.2,success,card,2025-10-22 17:57:49.328527,0
tx_117,user_391,m_166,126.87,success,card,2025-11-27 19:19:31.328527,1
tx_118,user_1698,m_189,24.25,success,card,2025-10-06 05:52:28.328527,0
tx_119,user_418,m_102,127.98,success,card,2025-12-12 07:22:35.328527,1
tx_120,user_2336,m_52,166.42,success,upi,2025-10-04 19:41:30.328527,0
tx_121,user_378,m_131,53.09,success,upi,2025-11-21 19:56:26.328527,1
tx_122,user_1796,m_107,137.21,success,upi,2025-11-12 01:56:17.328527,1
tx_123,user_2278,m_111,51.76,success,card,2025-10-04 08:26:49.328527,0
tx_124,user_3065,m_152,113.43,success,card,2025-10-11 02:36:02.328527,0
tx_125,user_2088,m_6,144.39,success,upi,2025-12-29 09:25:51.328527,1
tx_126,user_3099,m_155,481.92,success,upi,2025-10-04 00:00:07.328527,0
tx_127,user_2182,m_196,42.37,success,card,2025-12-19 03:12:52.328527,1
tx_128,user_200,m_66,52.94,success,upi,2025-10-10 21:30:00.328527,0
tx_129,user_1863,m_107,18.11,failed,card,2025-10-30 11:58:40.328527,0
tx_130,user_779,m_110,22.82,success,card,2025-12-02 06:59:54.328527,0
tx_131,user_2977,m_147,118.22,success,upi,2025-10-28 10:10:50.328527,0
tx_132,user_3104,m_82,248.95,success,card,2025-11-21 00:41:06.328527,1
tx_133,user_3119,m_123,50.19,success,card,2025-11-07 19:10:05.328527,1
tx_134,user_502,m_138,19.83,success,card,2025-10-27 10:36:39.328527,1
tx_135,user_2454,m_103,33.56,success,card,2025-10-09 22:24:56.328527,0
tx_136,user_1751,m_66,60.71,success,card,2025-12-15 18:29:42.328527,0
tx_137,user_804,m_6,34.34,success,card,2025-11-04 07:08:27.328527,1
tx_138,user_2146,m_150,26.6,success,wallet,2025-10-14 19:38:48.328527,1
tx_139,user_2731,m_188,133.17,success,upi,2025-11-29 14:32:55.328527,1
tx_140,user_1895,m_198,0.79,success,card,2025-12-30 16:58:38.328527,0
tx_141,user_2773,m_109,77.49,success,card,2025-10-30 07:46:55.328527,1
tx_142,user_1570,m_33,157.87,success,card,2025-12-10 11:42:45.328527,1
tx_143,user_960,m_105,30.96,failed,upi,2025-10-29 16:58:58.328527,0
tx_144,user_2660,m_146,92.46,success,card,2025-12-23 15:55:36.328527,0
tx_145,user_1485,m_57,110.53,success,card,2025-11-02 08:14:36.328527,0
tx_146,user_2690,m_8,106.43,success,card,2025-11-09 00:47:51.328527,1
tx_147,user_1028,m_47,59.03,success,card,2025-10-11 04:47:18.328527,0
tx_148,user_3289,m_114,42.55,success,upi,2025-12-15 09:23:24.328527,0
tx_149,user_502,m_40,180.74,success,upi,2025-10-07 18:00:19.328527,1
tx_150,user_2814,m_47,142.07,success,upi,2025-12-15 07:55:23.328527,1
tx_151,user_397,m_172,38.75,success,card,2025-11-25 15:55:46.328527,0
tx_152,user_870,m_24,10.87,success,upi,2025-12-10 02:45:44.328527,0
tx_153,user_2842,m_115,7.45,failed,card,2025-10-16 16:45:44.328527,1
tx_154,user_392,m_77,9.9,success,card,2025-12-05 21:24:02.328527,0
tx_155,user_206,m_107,87.44,success,card,2025-11-26 12:33:30.328527,1
tx_156,user_1038,m_24,5.3,success,card,2025-12-30 18:20:13.328527,1
tx_157,user_1881,m_146,41.09,success,card,2025-11-16 21:02:23.328527,0
tx_158,user_2939,m_38,139.92,success,upi,2025-10-18 10:32:41.328527,1
tx_159,user_1484,m_118,34.86,success,card,2025-11-28 14:09:25.328527,0
tx_160,user_863,m_78,144.1,success,card,2025-12-16 23:06:52.328527,1
tx_161,user_2790,m_79,136.83,success,wallet,2025-12-09 09:20:47.328527,0
tx_162,user_3312,m_26,28.21,success,card,2025-10-31 14:24:19.328527,1
tx_163,user_563,m_103,130.5,success,upi,2025-10-26 17:25:58.328527,1
tx_164,user_1020,m_73,137.74,success,upi,2025-10-29 19:06:16.328527,0
tx_165,user_95,m_190,50.66,success,card,2025-11-01 14:29:17.328527,0
tx_166,user_1923,m_67,23.63,success,card,2025-12-29 10:50:27.328527,1
tx_167,user_1757,m_146,73.66,success,upi,2025-10-28 17:28:51.328527,1
tx_168,user_2532,m_27,254.34,success,upi,2025-11-25 03:28:25.328527,1
tx_169,user_2278,m_122,102.06,success,card,2025-10-18 09:04:38.328527,0
tx_170,user_2796,m_160,18.99,success,card,2025-11-03 12:14:00.328527,1
tx_171,user_1678,m_137,114.81,success,card,2025-11-15 17:59:16.328527,1
tx_172,user_3242,m_82,55.72,success,upi,2025-12-10 05:36:41.328527,1
tx_173,user_540,m_29,89.53,success,card,2025-11-09 13:09:22.328527,0
tx_174,user_1059,m_21,132.45,failed,wallet,2025-10-03 19:25:45.328527,0
tx_175,user_2572,m_2,72.35,success,wallet,2025-10-11 19:26:08.328527,1
tx_176,user_1183,m_100,168.19,success,upi,2025-10-28 19:22:29.328527,1
tx_177,user_1722,m_104,128.07,success,upi,2025-11-13 10:55:20.328527,0
tx_178,user_3314,m_175,95.47,success,card,2025-12-13 07:48:56.328527,1
tx_179,user_3157,m_1,16.35,success,card,2025-11-15 07:55:24.328527,0
tx_180,user_1819,m_53,180.76,success,card,2025-10-02 20:59:29.328527,0
tx_181,user_2625,m_5,274.74,success,card,2025-10-31 18:57:29.328527,0
tx_182,user_2729,m_106,14.73,success,card,2025-10-09 22:11:42.328527,0
tx_183,user_2604,m_167,66.99,success,upi,2025-12-26 09:50:19.328527,0
tx_184,user_1597,m_122,29.96,success,card,2025-11-19 01:58:46.328527,1
tx_185,user_3060,m_1,140.46,success,upi,2025-12-08 20:14:39.328527,1
tx_186,user_2693,m_110,127.88,failed,card,2025-12-06 12:23:28.328527,1
tx_187,user_795,m_1,15.19,success,card,2025-12-01 19:24:27.328527,1
tx_188,user_1051,m_92,209.58,success,card,2025-10-27 20:31:50.328527,0
tx_189,user_1643,m_182,19.96,success,wallet,2025-12-20 02:45:08.328527,1
tx_190,user_1363,m_199,159.58,success,upi,2025-12-02 19:18:43.328527,0
tx_191,user_1981,m_100,61.06,success,card,2025-10-07 13:10:11.328527,0
tx_192,user_1354,m_187,39.79,success,card,2025-10-31 21:11:27.328527,0
tx_193,user_1663,m_96,17.23,success,wallet,2025-10-08 09:06:16.328527,1
tx_194,user_1529,m_110,18.35,success,card,2025-11-14 06:21:57.328527,0
tx_195,user_2038,m_5,108.44,success,card,2025-10-02 07:04:44.328527,1
tx_196,user_1496,m_126,79.95,success,card,2025-11-02 10:31:55.328527,0
tx_197,user_3302,m_103,13.02,success,card,2025-12-28 15:23:02.328527,1
tx_198,user_2237,m_146,11.96,success,card,2025-10-14 09:50:47.328527,1
tx_199,user_3296,m_154,7.51,success,card,2025-11-12 05:13:53.328527,0
tx_200,user_1408,m_0,136.17,success,upi,2025-12-16 02:42:13.328527,0
tx_201,user_1400,m_32,124.44,success,card,2025-10-03 18:08:55.328527,1
tx_202,user_1306,m_39,6.02,success,upi,2025-10-21 23:49:17.328527,1
tx_203,user_2680,m_31,82.16,success,card,2025-11-29 06:55:15.328527,0
tx_204,user_2675,m_196,8.85,success,card,2025-12-16 01:41:54.328527,0
tx_205,user_972,m_16,234.08,success,card,2025-11-29 00:50:34.328527,1
tx_206,user_1768,m_125,237.64,success,upi,2025-12-28 11:48:47.328527,0
tx_207,user_1282,m_7,119.81,success,card,2025-12-30 10:26:18.328527,1
tx_208,user_709,m_56,260.62,success,card,2025-10-06 01:41:11.328527,0
tx_209,user_1479,m_41,166.84,success,card,2025-11-21 15:26:45.328527,0
tx_210,user_1434,m_97,176.34,success,upi,2025-10-10 20:27:15.328527,0
tx_211,user_648,m_136,84.33,success,card,2025-10-07 12:53:00.328527,0
tx_212,user_317,m_119,36.54,success,card,2025-11-03 08:10:20.328527,1
tx_213,user_3296,m_86,24.56,success,card,2025-12-27 08:46:39.328527,0
tx_214,user_1257,m_162,39.63,success,upi,2025-11-18 08:51:11.328527,1
tx_215,user_683,m_198,99.02,success,card,2025-11-27 15:38:35.328527,0
tx_216,user_663,m_180,18.95,success,upi,2025-11-09 01:13:14.328527,1
tx_217,user_1998,m_53,29.93,success,upi,2025-11-27 21:38:48.328527,0
tx_218,user_1631,m_83,63.12,success,upi,2025-12-23 16:46:23.328527,1
tx_219,user_1495,m_24,26.53,success,card,2025-11-20 04:34:15.328527,0
tx_220,user_3304,m_66,88.83,success,card,2025-12-18 12:05:21.328527,1
tx_221,user_1136,m_189,256.62,success,upi,2025-10-25 12:12:25.328527,1
tx_222,user_1853,m_182,137.87,success,card,2025-11-29 15:51:42.328527,0
tx_223,user_1520,m_173,109.79,success,card,2025-10-09 11:04:02.328527,1
tx_224,user_2489,m_151,87.4,success,card,2025-11-14 00:23:36.328527,1
tx_225,user_563,m_45,66.93,success,wallet,2025-11-29 06:10:52.328527,1
tx_226,user_1291,m_21,20.65,success,card,2025-12-28 10:56:23.328527,0
tx_227,user_3184,m_138,225.1,success,card,2025-10-30 09:15:24.328527,0
tx_228,user_1636,m_175,28.57,success,upi,2025-11-13 06:22:15.328527,0
tx_229,user_2999,m_7,9.58,success,card,2025-10-30 16:09:46.328527,1
tx_230,user_3152,m_38,138.64,success,wallet,2025-10-30 13:22:14.328527,1
tx_231,user_698,m_162,19.31,success,card,2025-12-02 02:39:05.328527,0
tx_232,user_2160,m_48,46.5,success,upi,2025-11-30 10:42:04.328527,0
tx_233,user_1,m_45,2.87,success,card,2025-12-14 04:40:42.328527,0
tx_234,user_641,m_37,14.74,success,upi,2025-10-14 09:16:38.328527,0
tx_235,user_2267,m_135,19.02,success,upi,2025-11-27 17:23:50.328527,0
tx_236,user_1589,m_53,5.59,success,upi,2025-10-31 00:24:36.328527,1
tx_237,user_854,m_164,106.9,failed,upi,2025-10-22 04:58:40.328527,1
tx_238,user_1759,m_91,181.41,success,card,2025-12-16 18:36:33.328527,1
tx_239,user_3296,m_39,46.73,success,wallet,2025-10-03 10:37:21.328527,0
tx_240,user_2432,m_33,207.61,failed,upi,2025-12-09 23:31:21.328527,1
tx_241,user_1661,m_95,24.0,success,upi,2025-10-27 01:34:37.328527,0
tx_242,user_1153,m_78,39.36,success,upi,2025-10-04 13:34:06.328527,0
tx_243,user_1076,m_126,16.34,success,card,2025-10-10 05:31:59.328527,0
tx_244,user_1707,m_16,96.91,success,upi,2025-12-23 18:39:57.328527,1
tx_245,user_2777,m_160,54.45,success,card,2025-11-14 23:53:55.328527,0
tx_246,user_1695,m_174,95.01,success,upi,2025-10-26 20:46:14.328527,1
tx_247,user_1733,m_109,143.41,success,card,2025-10-30 23:08:54.328527,0
tx_248,user_1439,m_51,78.9,success,card,2025-11-29 06:19:24.328527,1
tx_249,user_2294,m_117,98.79,success,wallet,2025-10-08 11:04:59.328527,0
tx_250,user_835,m_8,273.72,success,wallet,2025-10-07 20:22:03.328527,0
tx_251,user_202,m_32,35.53,success,upi,2025-10-18 20:37:32.328527,1
tx_252,user_3255,m_187,44.5,success,upi,2025-12-02 16:12:25.328527,0
tx_253,user_122,m_112,126.48,success,upi,2025-12-25 08:28:49.328527,0
tx_254,user_400,m_148,94.5,success,upi,2025-10-27 23:28:44.328527,1
tx_255,user_766,m_185,19.67,success,card,2025-12-19 00:14:40.328527,1
tx_256,user_293,m_84,47.18,success,wallet,2025-11-07 02:08:06.328527,0
tx_257,user_2327,m_196,63.08,success,upi,2025-11-16 00:31:54.328527,0
tx_258,user_2931,m_9,54.37,success,upi,2025-10-10 07:41:52.328527,0
tx_259,user_197,m_5,19.63,success,wallet,2025-12-23 03:18:46.328527,0
tx_260,user_3029,m_114,258.27,success,card,2025-11-04 20:53:39.328527,0
tx_261,user_1930,m_120,143.68,success,card,2025-12-21 22:29:57.328527,1
tx_262,user_2799,m_140,65.65,success,wallet,2025-12-27 05:01:04.328527,1
tx_263,user_2191,m_64,113.96,success,card,2025-10-30 07:29:25.328527,0
tx_264,user_608,m_19,227.58,success,upi,2025-12-24 21:55:39.328527,1
tx_265,user_3272,m_56,14.64,success,card,2025-12-18 01:28:06.328527,0
tx_266,user_1147,m_45,28.82,success,upi,2025-12-07 19:17:10.328527,0
tx_267,user_186,m_135,78.24,success,upi,2025-10-24 21:08:03.328527,1
tx_268,user_2511,m_9,160.45,success,upi,2025-12-07 23:28:45.328527,0
tx_269,user_1794,m_112,3.69,success,card,2025-12-21 01:13:31.328527,1
tx_270,user_659,m_194,413.63,failed,card,2025-11-28 20:47:22.328527,0
tx_271,user_2811,m_138,60.68,success,upi,2025-11-29 05:38:42.328527,0
tx_272,user_3002,m_11,44.51,success,wallet,2025-10-04 20:37:09.328527,0
tx_273,user_1955,m_137,34.63,success,card,2025-12-14 19:36:50.328527,1
tx_274,user_2450,m_152,19.16,success,card,2025-11-06 11:08:57.328527,0
tx_275,user_1369,m_176,156.82,success,card,2025-10-16 06:47:54.328527,0
tx_276,user_1986,m_176,311.03,success,wallet,2025-11-12 12:14:30.328527,0
tx_277,user_1534,m_10,53.38,success,upi,2025-12-04 12:26:49.328527,0
tx_278,user_146,m_189,304.54,success,wallet,2025-11-19 21:46:40.328527,1
tx_279,user_3219,m_117,173.61,success,card,2025-12-24 06:42:50.328527,1
tx_280,user_2911,m_163,65.59,success,card,2025-11-09 09:24:18.328527,0
tx_281,user_1734,m_38,112.09,success,upi,2025-10-17 01:03:12.328527,1
tx_282,user_1843,m_52,57.09,success,card,2025-10-18 17:58:10.328527,0
tx_283,user_488,m_55,81.81,success,card,2025-10-31 01:21:09.328527,1
tx_284,user_2976,m_103,5.98,success,card,2025-10-30 05:02:56.328527,1
tx_285,user_1959,m_128,119.16,success,card,2025-10-21 05:09:04.328527,1
tx_286,user_1663,m_55,5.43,success,card,2025-10-28 03:25:55.328527,1
tx_287,user_2598,m_117,169.87,success,card,2025-10-22 05:21:34.328527,0
tx_288,user_2385,m_131,174.27,success,card,2025-11-05 15:29:48.328527,0
tx_289,user_2919,m_29,27.06,success,card,2025-11-16 05:54:56.328527,0
tx_290,user_640,m_11,39.11,success,upi,2025-11-30 19:32:28.328527,0
tx_291,user_1802,m_34,65.64,success,card,2025-12-20 00:54:55.328527,0
tx_292,user_2520,m_76,90.8,success,card,2025-12-08 18:03:14.328527,1
tx_293,user_1969,m_179,33.88,success,card,2025-12-22 18:52:12.328527,1
tx_294,user_2198,m_158,89.77,success,card,2025-10-26 21:08:22.328527,1
tx_295,user_1438,m_101,35.35,success,upi,2025-12-18 19:34:20.328527,1
tx_296,user_1634,m_86,5.71,success,upi,2025-12-05 01:38:17.328527,0
tx_297,user_262,m_195,0.25,success,upi,2025-11-26 16:51:08.328527,0
tx_298,user_1787,m_51,10.66,success,card,2025-11-27 16:51:56.328527,0
tx_299,user_2191,m_79,157.14,success,card,2025-10-28 07:40:39.328527,0
tx_300,user_2393,m_134,325.53,success,card,2025-11-28 20:03:20.328527,1
tx_301,user_623,m_21,55.68,success,wallet,2025-12-28 03:42:25.328527,0
tx_302,user_1016,m_74,71.88,success,upi,2025-11-30 15:27:32.328527,0
tx_303,user_880,m_183,15.88,success,card,2025-10-30 22:52:49.328527,1
tx_304,user_2049,m_57,80.08,success,card,2025-10-17 23:37:21.328527,0
tx_305,user_2944,m_92,15.63,success,card,2025-11-29 21:09:21.328527,0
tx_306,user_1327,m_191,94.47,success,card,2025-12-28 04:32:35.328527,0
tx_307,user_2301,m_102,270.69,success,upi,2025-12-08 10:38:46.328527,0
tx_308,user_452,m_139,21.78,success,card,2025-12-30 22:18:17.328527,0
tx_309,user_3108,m_6,144.63,success,upi,2025-10-26 22:27:43.328527,1
tx_310,user_1183,m_127,2.38,success,card,2025-12-02 06:04:27.328527,1
tx_311,user_3062,m_54,47.08,success,card,2025-10-31 17:54:10.328527,1
tx_312,user_2056,m_105,11.74,success,card,2025-11-18 16:31:41.328527,0
tx_313,user_3304,m_61,43.46,success,upi,2025-11-26 12:35:22.328527,1
tx_314,user_3170,m_89,19.06,success,card,2025-10-09 23:50:46.328527,0
tx_315,user_1682,m_97,46.73,success,card,2025-11-17 07:52:31.328527,0
tx_316,user_2863,m_76,54.05,success,upi,2025-10-30 03:19:59.328527,1
tx_317,user_2255,m_182,35.75,success,card,2025-11-27 07:36:08.328527,1
tx_318,user_1154,m_118,106.89,success,card,2025-11-23 12:27:31.328527,0
tx_319,user_403,m_35,251.15,success,card,2025-12-15 22:12:51.328527,0
tx_320,user_2199,m_88,51.18,success,upi,2025-11-10 05:00:14.328527,0
tx_321,user_2101,m_151,21.36,success,card,2025-11-23 13:19:11.328527,0
tx_322,user_3191,m_171,31.57,success,upi,2025-10-22 04:39:43.328527,1
tx_323,user_1696,m_144,192.42,failed,card,2025-12-16 06:43:38.328527,1
tx_324,user_627,m_129,84.78,success,card,2025-12-16 02:38:15.328527,0
tx_325,user_586,m_140,60.7,success,upi,2025-10-03 15:37:48.328527,0
tx_326,user_1648,m_158,16.21,success,upi,2025-12-02 03:12:01.328527,0
tx_327,user_1443,m_92,59.73,success,upi,2025-11-26 02:18:04.328527,0
tx_328,user_1445,m_113,32.64,success,card,2025-12-06 20:20:03.328527,0
tx_329,user_103,m_27,286.76,success,card,2025-11-15 22:33:06.328527,1
tx_330,user_253,m_187,215.48,success,upi,2025-10-24 15:21:29.328527,0
tx_331,user_3298,m_154,8.76,success,card,2025-12-27 15:27:14.328527,1
tx_332,user_3183,m_142,72.7,success,card,2025-10-07 12:53:23.328527,0
tx_333,user_2557,m_32,25.5,success,card,2025-11-19 13:10:53.328527,1
tx_334,user_1496,m_19,52.9,success,card,2025-10-28 04:04:48.328527,0
tx_335,user_98,m_169,209.43,success,card,2025-11-01 17:37:02.328527,0
tx_336,user_2200,m_139,74.97,success,wallet,2025-11-24 07:15:09.328527,0
tx_337,user_1884,m_100,40.68,success,upi,2025-12-22 00:40:34.328527,0
tx_338,user_2961,m_22,23.31,success,wallet,2025-12-18 09:09:22.328527,1
tx_339,user_1919,m_199,161.11,success,wallet,2025-12-10 05:52:24.328527,0
tx_340,user_877,m_111,97.95,success,card,2025-11-10 21:04:06.328527,0
tx_341,user_337,m_13,63.12,success,card,2025-10-27 03:01:48.328527,0
tx_342,user_2869,m_90,24.52,success,card,2025-12-19 16:24:46.328527,1
tx_343,user_3234,m_152,40.68,success,upi,2025-12-19 22:02:40.328527,0
tx_344,user_956,m_76,321.5,success,card,2025-11-24 13:47:36.328527,0
